YEAR,STATE,BLACKM,BLACKF,WHITEM,WHITEF,JURTOTM,JURTOTF
2011,OH,22829,1102,22701,2739,47061,3903
2011,OK,6772,525,11654,1422,23558,2419
2011,OR,1302,77,9552,949,13387,1123
2011,PA,24625,875,18402,1665,48795,2783
2011,RI,934,34,1405,108,3158,179
2011,SC,14241,589,6676,762,21528,1386
2011,SD,195,9,1920,228,3094,441
2011,TN,12637,656,12772,1718,26070,2409
2011,TX,57207,4604,46911,6356,158036,14188
2011,UT,435,28,4131,416,6266,613
2011,VT,195,7,1637,132,1905,148
2011,VA,21636,1175,12416,1593,35321,2809
2011,WA,3167,172,10044,930,16452,1395
2011,WV,787,53,5193,695,6074,752
2011,WI,9195,322,9394,723,21468,1186
2011,WY,88,5,1522,199,1944,239
2011,ST,552976,28433,490678,54914,1284931,97487
2011,US,630629,31993,608800,64379,1487393,111387
2011,FE,77653,3560,118122,9465,202462,13900
