state code,state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se, pooled_pooled_count ,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se, white_pooled_count , black_pooled_count , hisp_pooled_count ,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se, pooled_male_count , pooled_female_count ,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se, white_male_count , black_male_count , hisp_male_count , white_female_count , black_female_count , hisp_female_count 
48,TEXAS,329,31401,Midland,0.48,0.0,0.03,0.0,"  17,380 ",0.36,0.01,0.51,0.0,0.53,0.01,0.1,0.01,0.02,0.0,0.03,0.0,"  5,376 ","  2,146 ","  10,340 ",0.48,0.0,0.48,0.0,0.01,0.0,0.06,0.0,"  8,837 ","  8,543 ",0.35,0.01,0.5,0.01,0.54,0.01,0.37,0.01,0.51,0.01,0.53,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.17,0.02,0.041,0.01,0.047,0.007,"  2,784 ","  1,122 ","  5,191 ","  2,592 ","  1,024 ","  5,149 "
48,TEXAS,331,31201,Austin,0.43,0.01,0.03,0.01,"  3,638 ",0.32,0.01,0.41,0.01,0.5,0.01,0.11,0.03,0.02,0.01,0.02,0.01,"  1,586 ",  739 ,"  1,466 ",0.43,0.01,0.44,0.01,0.0,0.0,0.07,0.01,"  1,913 ","  1,724 ",0.31,0.02,0.39,0.02,0.5,0.02,0.32,0.02,0.43,0.02,0.5,0.02,0.03,0.02,0.0,0.0,0.01,0.0,0.2,0.05,0.048,0.02,0.045,0.015,  852 ,  412 ,  719 ,  732 ,  332 ,  746 
48,TEXAS,333,32701,Brownwood,0.51,0.02,0.01,0.01,  848 ,,,0.52,0.05,0.54,0.03,,,-0.02,0.02,0.03,0.02,  553 ,,  270 ,0.54,0.03,0.47,0.03,0.0,0.01,0.03,0.02,  487 ,  364 ,,,,,0.6,0.04,,,0.54,0.06,0.48,0.04,,,,,-0.01,0.01,,,0.011,0.03,0.062,0.036,  315 ,,  156 ,  241 ,,
48,TEXAS,335,32403,Snyder,0.47,0.01,0.02,0.01,"  1,201 ",0.53,0.06,0.49,0.02,0.48,0.02,0.02,0.04,0.02,0.01,0.01,0.01,  459 ,  84 ,  651 ,0.49,0.02,0.45,0.02,0.0,0.0,0.03,0.01,  638 ,  563 ,,,0.5,0.03,0.52,0.03,,,0.49,0.02,0.44,0.03,,,0.0,0.0,0.0,0.0,,,0.042,0.02,0.017,0.015,  242 ,,  337 ,  217 ,,  315 
48,TEXAS,337,33000,Fort Worth,0.48,0.01,0.03,0.01,"  2,998 ",,,0.48,0.02,0.5,0.01,,,0.01,0.01,0.03,0.01,"  2,491 ",,  410 ,0.49,0.01,0.47,0.01,0.0,0.0,0.06,0.01,"  1,484 ","  1,513 ",,,0.48,0.03,0.51,0.01,,,0.47,0.04,0.49,0.01,,,0.0,0.01,0.0,0.0,,,0.024,0.02,0.053,0.014,"  1,249 ",,  183 ,"  1,242 ",,  225 
48,TEXAS,339,32000,Houston,0.44,0.0,0.03,0.0,"  31,998 ",0.34,0.01,0.45,0.01,0.47,0.0,0.07,0.01,0.02,0.0,0.03,0.0,"  19,976 ","  2,410 ","  9,151 ",0.46,0.0,0.43,0.0,0.01,0.0,0.05,0.0,"  16,510 ","  15,490 ",0.35,0.01,0.45,0.01,0.49,0.0,0.34,0.01,0.44,0.01,0.46,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.12,0.02,0.042,0.01,0.047,0.004,"  10,242 ","  1,229 ","  4,819 ","  9,733 ","  1,180 ","  4,338 "
48,TEXAS,341,31007,Dumas,0.44,0.01,0.03,0.01,"  3,741 ",0.44,0.06,0.45,0.01,0.49,0.01,0.16,0.1,0.04,0.01,0.02,0.01,  860 ,  36 ,"  3,137 ",0.44,0.01,0.44,0.01,0.01,0.0,0.06,0.01,"  1,919 ","  1,821 ",,,0.46,0.01,0.47,0.02,,,0.45,0.01,0.5,0.02,,,0.0,0.0,0.0,0.0,,,0.068,0.02,0.044,0.018,  449 ,,"  1,608 ",  411 ,,"  1,527 "
48,TEXAS,343,33500,Texarkana,0.4,0.01,0.02,0.01,"  2,051 ",0.33,0.02,0.45,0.04,0.45,0.01,0.03,0.01,0.02,0.02,0.03,0.01,"  1,045 ",  878 ,  164 ,0.41,0.01,0.39,0.01,0.01,0.0,0.04,0.01,"  1,081 ",  971 ,0.36,0.02,0.46,0.06,0.46,0.02,0.3,0.02,0.4,0.05,0.44,0.02,0.0,0.0,-0.01,0.01,0.01,0.01,0.07,0.03,-0.008,0.03,0.041,0.016,  581 ,  430 ,  83 ,  464 ,  444 ,  82 
48,TEXAS,345,30907,Matador,0.42,0.04,0.04,0.04,  302 ,,,,,0.45,0.05,,,,,-0.03,0.02,  198 ,,,0.42,0.07,0.41,0.05,,,0.04,0.05,  188 ,  111 ,,,,,,,,,,,0.39,0.06,,,,,,,,,,,0.016,0.035,  130 ,,,,,
48,TEXAS,347,32202,Nacogdoches,0.39,0.0,0.03,0.0,"  9,052 ",0.3,0.01,0.42,0.01,0.47,0.01,0.07,0.01,0.01,0.01,0.02,0.0,"  4,128 ","  2,516 ","  2,199 ",0.4,0.01,0.38,0.01,0.0,0.0,0.07,0.01,"  4,590 ","  4,465 ",0.32,0.01,0.4,0.02,0.47,0.01,0.3,0.01,0.44,0.02,0.47,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.02,0.026,0.01,0.031,0.008,"  2,053 ","  1,250 ","  1,127 ","  2,072 ","  1,266 ","  1,073 "
48,TEXAS,349,32802,Corsicana,0.39,0.01,0.05,0.0,"  7,975 ",0.33,0.01,0.4,0.01,0.46,0.01,0.07,0.01,0.02,0.01,0.03,0.01,"  3,389 ","  2,069 ","  2,332 ",0.39,0.01,0.39,0.01,0.01,0.0,0.09,0.01,"  4,118 ","  3,855 ",0.34,0.01,0.39,0.02,0.46,0.01,0.32,0.01,0.4,0.02,0.45,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.13,0.02,0.044,0.02,0.061,0.013,"  1,722 ","  1,085 ","  1,235 ","  1,666 ",  983 ,"  1,097 "
48,TEXAS,351,32100,Beaumont,0.4,0.01,0.04,0.01,"  2,693 ",0.32,0.01,0.48,0.05,0.45,0.01,0.05,0.02,0.0,0.01,0.04,0.01,"  1,627 ",  867 ,  110 ,0.4,0.01,0.39,0.01,0.01,0.0,0.07,0.02,"  1,368 ","  1,327 ",0.33,0.02,,,0.46,0.02,0.31,0.02,,,0.44,0.02,0.0,0.0,,,0.02,0.01,0.11,0.04,,,0.056,0.02,  860 ,  397 ,,  768 ,  465 ,
48,TEXAS,353,32402,Sweetwater,0.42,0.01,0.03,0.01,"  2,916 ",0.33,0.02,0.42,0.01,0.47,0.01,0.08,0.04,0.02,0.01,0.03,0.01,"  1,260 ",  247 ,"  1,336 ",0.41,0.01,0.44,0.01,0.0,0.0,0.06,0.01,"  1,508 ","  1,408 ",0.27,0.03,0.41,0.02,0.44,0.02,0.37,0.04,0.43,0.02,0.48,0.02,-0.01,0.01,0.0,0.0,0.01,0.01,0.2,0.08,0.041,0.01,0.053,0.016,  649 ,  128 ,  702 ,  610 ,  119 ,  634 
48,TEXAS,355,31700,Corpus Christi,0.42,0.0,0.03,0.0,"  53,266 ",0.34,0.01,0.42,0.0,0.46,0.0,0.05,0.01,0.03,0.0,0.03,0.0,"  9,252 ","  2,699 ","  40,635 ",0.42,0.0,0.42,0.0,0.01,0.0,0.06,0.0,"  27,261 ","  26,006 ",0.36,0.01,0.42,0.0,0.48,0.01,0.32,0.01,0.43,0.0,0.45,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.02,0.053,0.0,0.062,0.006,"  4,786 ","  1,425 ","  20,732 ","  4,466 ","  1,275 ","  19,902 "
48,TEXAS,357,31005,Perryton,0.52,0.01,0.02,0.01,"  1,573 ",,,0.57,0.02,0.53,0.02,,,0.03,0.01,0.01,0.01,  682 ,,  962 ,0.52,0.02,0.52,0.02,0.0,0.0,0.04,0.01,  800 ,  773 ,,,0.56,0.03,0.53,0.02,,,0.58,0.02,0.54,0.02,,,0.0,0.0,0.01,0.01,,,0.051,0.02,0.021,0.013,  343 ,,  480 ,  339 ,,  484 
48,TEXAS,359,30903,Amarillo,0.47,0.05,0.1,0.05,  403 ,,,,,0.48,0.05,,,,,0.11,0.04,  334 ,,,0.5,0.07,0.46,0.07,0.01,0.03,0.12,0.09,  242 ,  159 ,,,,,0.5,0.08,,,,,0.46,0.07,,,,,0.02,0.06,,,,,0.095,0.078,  213 ,,,  124 ,,
48,TEXAS,361,32100,Beaumont,0.43,0.0,0.03,0.0,"  10,257 ",0.32,0.01,0.46,0.02,0.47,0.01,0.06,0.01,0.02,0.01,0.03,0.0,"  7,553 ","  1,811 ",  541 ,0.44,0.01,0.43,0.01,0.0,0.0,0.06,0.01,"  5,432 ","  4,827 ",0.34,0.01,0.46,0.03,0.47,0.01,0.3,0.01,0.46,0.03,0.46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.045,0.02,0.053,0.008,"  3,985 ",  975 ,  264 ,"  3,568 ",  839 ,  271 
48,TEXAS,363,33000,Fort Worth,0.42,0.01,0.03,0.0,"  4,726 ",0.36,0.03,0.42,0.01,0.44,0.01,0.1,0.04,0.01,0.01,0.04,0.01,"  3,205 ",  156 ,"  1,232 ",0.41,0.01,0.42,0.01,0.01,0.0,0.07,0.01,"  2,485 ","  2,241 ",0.34,0.03,0.41,0.02,0.44,0.01,0.37,0.04,0.44,0.02,0.44,0.01,0.04,0.03,0.0,0.0,0.0,0.0,0.18,0.07,0.035,0.02,0.068,0.012,"  1,706 ",  87 ,  632 ,"  1,499 ",  69 ,  598 
48,TEXAS,365,33400,Longview,0.44,0.01,0.03,0.01,"  2,990 ",0.37,0.01,0.45,0.03,0.5,0.01,0.04,0.01,0.0,0.0,0.03,0.01,"  1,722 ","  1,020 ",  236 ,0.46,0.01,0.43,0.01,0.0,0.0,0.06,0.01,"  1,578 ","  1,413 ",0.37,0.02,0.44,0.04,0.52,0.02,0.37,0.02,0.46,0.05,0.47,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.07,0.02,-0.006,0.01,0.059,0.017,  919 ,  514 ,  98 ,  804 ,  507 ,  135 
48,TEXAS,367,33000,Fort Worth,0.44,0.0,0.03,0.0,"  10,715 ",0.42,0.03,0.45,0.01,0.46,0.0,0.03,0.02,0.02,0.01,0.03,0.0,"  8,741 ",  124 ,"  1,479 ",0.45,0.01,0.43,0.01,0.01,0.0,0.05,0.01,"  5,539 ","  5,175 ",0.38,0.04,0.44,0.02,0.48,0.01,0.42,0.04,0.46,0.02,0.44,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.05,0.02,0.036,0.01,0.055,0.007,"  4,486 ",  73 ,  796 ,"  4,253 ",  51 ,  682 
48,TEXAS,369,30901,Clovis,0.45,0.01,0.02,0.01,"  2,427 ",,,0.43,0.01,0.56,0.02,,,0.02,0.01,0.01,0.01,  589 ,,"  1,857 ",0.45,0.01,0.44,0.01,0.0,0.0,0.04,0.01,"  1,257 ","  1,171 ",,,0.44,0.02,0.56,0.03,,,0.43,0.02,0.55,0.03,,,0.0,0.0,0.0,0.01,,,0.045,0.02,0.009,0.011,  298 ,,  958 ,  292 ,,  897 
48,TEXAS,371,31403,Fort Stockton,0.5,0.01,0.02,0.0,"  3,358 ",,,0.52,0.01,0.55,0.02,,,0.02,0.0,0.03,0.02,  509 ,,"  2,710 ",0.48,0.01,0.52,0.01,0.01,0.0,0.02,0.01,"  1,732 ","  1,626 ",,,0.5,0.01,0.5,0.03,,,0.53,0.01,0.6,0.03,,,0.01,0.0,0.01,0.01,,,0.021,0.01,0.059,0.036,  243 ,,"  1,406 ",  264 ,,"  1,305 "
48,TEXAS,373,32100,Beaumont,0.42,0.01,0.04,0.0,"  6,097 ",0.35,0.01,0.43,0.02,0.45,0.01,0.06,0.02,0.02,0.01,0.03,0.01,"  3,812 ","  1,057 ",  993 ,0.41,0.01,0.42,0.01,0.0,0.0,0.06,0.01,"  3,104 ","  2,998 ",0.34,0.02,0.45,0.03,0.45,0.01,0.36,0.02,0.42,0.03,0.46,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.13,0.03,0.033,0.02,0.051,0.011,"  1,926 ",  570 ,  543 ,"  1,888 ",  489 ,  449 
48,TEXAS,375,30903,Amarillo,0.38,0.0,0.06,0.0,"  21,557 ",0.32,0.01,0.39,0.0,0.43,0.0,0.1,0.01,0.05,0.0,0.05,0.0,"  7,508 ","  2,854 ","  10,644 ",0.4,0.0,0.37,0.0,0.02,0.0,0.1,0.0,"  10,971 ","  10,586 ",0.34,0.01,0.39,0.01,0.44,0.01,0.29,0.01,0.39,0.01,0.41,0.01,0.03,0.01,0.01,0.0,0.01,0.0,0.2,0.02,0.091,0.01,0.081,0.006,"  3,823 ","  1,436 ","  5,455 ","  3,684 ","  1,414 ","  5,192 "
48,TEXAS,377,31404,Alpine,0.46,0.01,0.01,0.01,"  2,225 ",,,0.53,0.01,,,,,0.01,0.0,,,,,"  2,000 ",0.46,0.02,0.46,0.02,0.01,0.0,0.02,0.01,"  1,094 ","  1,131 ",,,0.51,0.02,,,,,0.55,0.02,,,,,0.0,0.0,,,,,0.019,0.01,,,,,  960 ,,,"  1,042 "
48,TEXAS,379,33200,Paris,0.41,0.01,0.03,0.01,"  1,335 ",0.28,0.04,0.42,0.06,0.43,0.01,0.08,0.07,0.03,0.04,0.02,0.01,"  1,132 ",  43 ,  124 ,0.42,0.02,0.42,0.02,0.01,0.01,0.04,0.02,  730 ,  604 ,,,,,0.43,0.02,,,,,0.43,0.02,,,,,0.01,0.01,,,,,0.035,0.015,  625 ,,,  508 ,,
48,TEXAS,381,30903,Amarillo,0.46,0.0,0.03,0.0,"  9,270 ",0.38,0.02,0.42,0.01,0.48,0.01,0.07,0.03,0.05,0.01,0.03,0.0,"  6,593 ",  235 ,"  2,258 ",0.48,0.01,0.44,0.01,0.0,0.0,0.06,0.01,"  4,823 ","  4,450 ",0.43,0.03,0.44,0.01,0.51,0.01,0.33,0.04,0.41,0.01,0.46,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.12,0.05,0.098,0.02,0.055,0.008,"  3,467 ",  110 ,"  1,120 ","  3,129 ",  123 ,"  1,137 "
48,TEXAS,383,32401,Big Spring,0.53,0.02,0.03,0.01,  719 ,,,0.57,0.02,0.5,0.03,,,0.04,0.01,0.0,0.01,  186 ,,  486 ,0.53,0.03,0.53,0.02,0.0,0.0,0.06,0.02,  364 ,  354 ,,,0.53,0.03,0.58,0.05,,,0.59,0.03,0.45,0.05,,,0.0,0.0,0.01,0.02,,,0.061,0.03,-0.003,0.01,  89 ,,  253 ,  97 ,,  234 
48,TEXAS,385,32304,Uvalde,0.43,0.02,0.01,0.01,  591 ,,,0.44,0.04,0.47,0.03,,,0.0,0.02,0.03,0.02,  355 ,,  232 ,0.4,0.03,0.46,0.03,-0.01,0.01,0.04,0.02,  303 ,  288 ,,,,,0.42,0.04,,,0.42,0.05,0.52,0.05,,,,,0.02,0.02,,,-0.005,0.02,0.022,0.027,  181 ,,  115 ,  174 ,,
48,TEXAS,387,33200,Paris,0.4,0.01,0.03,0.01,"  2,456 ",0.33,0.01,0.42,0.04,0.46,0.01,0.07,0.02,0.02,0.02,0.02,0.01,"  1,426 ",  726 ,  250 ,0.42,0.01,0.39,0.01,0.0,0.0,0.07,0.02,"  1,210 ","  1,241 ",0.36,0.02,0.45,0.05,0.46,0.02,0.3,0.02,0.38,0.05,0.46,0.02,0.0,0.01,-0.01,0.01,0.01,0.0,0.16,0.05,,,0.036,0.014,  708 ,  350 ,  135 ,  715 ,  375 ,  116 
48,TEXAS,389,31402,Pecos,0.5,0.01,0.02,0.0,"  3,126 ",0.31,0.05,0.52,0.01,0.5,0.03,0.02,0.02,0.02,0.0,0.01,0.01,  223 ,  43 ,"  2,834 ",0.48,0.01,0.51,0.01,0.0,0.0,0.03,0.01,"  1,609 ","  1,517 ",,,0.51,0.01,0.48,0.04,,,0.54,0.01,0.52,0.04,,,0.0,0.0,0.02,0.02,,,0.035,0.01,0.013,0.014,  141 ,,"  1,428 ",  83 ,,"  1,404 "
48,TEXAS,391,31700,Corpus Christi,0.46,0.01,0.04,0.01,"  1,306 ",0.42,0.04,0.46,0.02,0.51,0.03,0.13,0.06,0.02,0.01,0.03,0.02,  325 ,  118 ,  829 ,0.45,0.02,0.47,0.02,0.01,0.01,0.06,0.02,  714 ,  599 ,0.42,0.07,0.44,0.02,0.54,0.04,0.41,0.05,0.49,0.03,0.48,0.04,,,0.0,0.0,0.0,0.01,0.16,0.08,0.044,0.02,0.052,0.039,  192 ,  76 ,  418 ,  141 ,  41 ,  410 
48,TEXAS,393,30904,Pampa,0.6,0.04,0.0,0.01,  126 ,,,,,0.61,0.04,,,,,0.0,0.01,  113 ,,,0.65,0.06,0.57,0.06,0.02,0.03,0.01,0.02,  71 ,  56 ,,,,,0.65,0.06,,,,,0.58,0.06,,,,,-0.04,0.02,,,,,0.001,0.021,  64 ,,,  50 ,,
48,TEXAS,395,31800,College Station,0.39,0.01,0.03,0.01,"  2,913 ",0.33,0.01,0.39,0.02,0.48,0.02,0.05,0.01,0.02,0.01,0.02,0.01,"  1,067 ","  1,152 ",  714 ,0.38,0.01,0.4,0.01,0.01,0.0,0.06,0.01,"  1,453 ","  1,461 ",0.32,0.01,0.39,0.02,0.47,0.02,0.33,0.02,0.38,0.02,0.49,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.1,0.03,0.037,0.02,0.041,0.017,  533 ,  607 ,  341 ,  533 ,  545 ,  374 
48,TEXAS,397,33100,Dallas,0.45,0.01,0.02,0.0,"  3,662 ",0.35,0.02,0.46,0.02,0.48,0.01,0.07,0.02,0.03,0.01,0.02,0.01,"  2,320 ",  254 ,  936 ,0.47,0.01,0.43,0.01,0.0,0.0,0.05,0.01,"  1,923 ","  1,740 ",0.36,0.02,0.49,0.02,0.49,0.01,0.33,0.03,0.44,0.02,0.48,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.12,0.04,0.051,0.02,0.039,0.01,"  1,238 ",  136 ,  496 ,"  1,084 ",  118 ,  439 
48,TEXAS,399,32302,Brady,0.44,0.01,0.01,0.0,"  2,259 ",,,0.42,0.01,0.49,0.02,,,0.01,0.01,0.01,0.01,  961 ,,"  1,199 ",0.43,0.01,0.45,0.01,0.0,0.0,0.02,0.01,"  1,195 ","  1,063 ",,,0.4,0.02,0.5,0.02,,,0.44,0.02,0.49,0.02,,,0.0,0.0,0.0,0.0,,,0.015,0.01,0.018,0.009,  524 ,,  611 ,  437 ,,  587 
48,TEXAS,401,33400,Longview,0.42,0.01,0.03,0.0,"  6,954 ",0.35,0.01,0.47,0.02,0.49,0.01,0.04,0.01,0.0,0.0,0.03,0.01,"  3,466 ","  2,069 ","  1,332 ",0.42,0.01,0.43,0.01,0.0,0.0,0.06,0.01,"  3,620 ","  3,337 ",0.35,0.01,0.43,0.02,0.49,0.01,0.35,0.01,0.51,0.02,0.49,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.005,0.0,0.055,0.012,"  1,821 ","  1,067 ",  715 ,"  1,647 ","  1,004 ",  619 
48,TEXAS,403,32202,Nacogdoches,0.47,0.01,0.02,0.01,"  1,612 ",0.35,0.03,0.43,0.06,0.51,0.02,0.05,0.03,,,0.02,0.01,"  1,258 ",  258 ,  61 ,0.47,0.02,0.48,0.02,0.01,0.01,0.05,0.02,  737 ,  873 ,0.32,0.04,,,0.51,0.02,0.37,0.05,,,0.52,0.03,0.02,0.03,,,0.0,0.0,0.12,0.07,,,0.034,0.019,  574 ,  123 ,,  682 ,  135 ,
48,TEXAS,405,32202,Nacogdoches,0.38,0.01,0.02,0.01,"  1,716 ",0.34,0.01,0.37,0.05,0.45,0.02,0.02,0.01,0.07,0.05,0.02,0.01,  886 ,  700 ,  88 ,0.38,0.01,0.39,0.02,0.0,0.0,0.05,0.02,  883 ,  824 ,0.33,0.02,,,0.45,0.02,0.35,0.02,,,0.45,0.03,0.0,0.01,,,0.0,0.01,0.05,0.02,,,0.045,0.024,  438 ,  373 ,,  443 ,  324 ,
48,TEXAS,407,32000,Houston,0.42,0.01,0.03,0.01,"  3,703 ",0.35,0.02,0.43,0.03,0.44,0.01,0.04,0.02,0.0,0.0,0.03,0.01,"  2,504 ",  773 ,  328 ,0.42,0.01,0.42,0.01,0.01,0.0,0.05,0.01,"  1,933 ","  1,769 ",0.35,0.02,0.46,0.03,0.44,0.01,0.34,0.02,0.4,0.04,0.44,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.06,0.03,0.005,0.01,0.048,0.013,"  1,314 ",  408 ,  151 ,"  1,190 ",  365 ,  174 
48,TEXAS,409,31700,Corpus Christi,0.44,0.0,0.03,0.0,"  12,502 ",0.38,0.02,0.45,0.01,0.48,0.01,0.07,0.03,0.02,0.0,0.05,0.01,"  2,852 ",  383 ,"  9,105 ",0.43,0.01,0.46,0.01,0.01,0.0,0.06,0.01,"  6,342 ","  6,160 ",0.4,0.03,0.43,0.01,0.49,0.01,0.35,0.04,0.47,0.01,0.48,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.16,0.06,0.043,0.01,0.086,0.013,"  1,429 ",  172 ,"  4,629 ","  1,422 ",  198 ,"  4,477 "
48,TEXAS,411,32701,Brownwood,0.43,0.01,0.03,0.01,"  1,350 ",,,0.42,0.02,0.48,0.02,,,0.03,0.02,0.03,0.01,  740 ,,  510 ,0.44,0.02,0.43,0.02,0.0,0.0,0.06,0.02,  765 ,  582 ,,,0.43,0.03,0.48,0.03,,,0.41,0.03,0.48,0.02,,,0.01,0.01,0.0,0.0,,,0.038,0.03,0.06,0.026,  404 ,,  278 ,  335 ,,  231 
48,TEXAS,413,32301,San Angelo,0.49,0.03,0.02,0.02,  469 ,,,0.48,0.04,0.51,0.06,,,-0.01,0.01,0.14,0.05,  123 ,,  390 ,0.45,0.05,0.52,0.04,0.01,0.02,0.05,0.04,  283 ,  192 ,,,0.48,0.07,0.5,0.08,,,0.52,0.05,0.58,0.09,,,,,-0.03,0.02,,,-0.017,0.02,0.202,0.097,  62 ,,  248 ,  62 ,,  145 
48,TEXAS,415,32403,Snyder,0.46,0.01,0.02,0.01,"  2,276 ",0.39,0.04,0.47,0.01,0.51,0.01,0.05,0.03,0.03,0.01,0.01,0.01,  903 ,  145 ,"  1,261 ",0.44,0.01,0.49,0.01,0.0,0.0,0.04,0.01,"  1,162 ","  1,115 ",0.41,0.06,0.43,0.02,0.5,0.02,0.39,0.05,0.51,0.02,0.52,0.02,-0.01,0.02,0.0,0.0,0.0,0.0,0.06,0.05,0.052,0.02,0.023,0.011,  443 ,  78 ,  638 ,  457 ,  68 ,  621 
48,TEXAS,417,32501,Abilene,0.44,0.03,0.01,0.01,  591 ,,,,,0.43,0.03,,,,,0.01,0.01,  482 ,,,0.47,0.04,0.41,0.04,0.0,0.01,0.02,0.02,  279 ,  309 ,,,,,0.46,0.04,,,,,0.41,0.04,,,,,-0.01,0.01,,,,,-0.002,0.01,  239 ,,,  243 ,,
48,TEXAS,419,32202,Nacogdoches,0.42,0.01,0.02,0.0,"  4,709 ",0.34,0.01,0.45,0.03,0.48,0.01,0.03,0.01,0.0,0.01,0.02,0.01,"  2,434 ","  1,497 ",  867 ,0.43,0.01,0.41,0.01,0.01,0.0,0.05,0.01,"  2,371 ","  2,339 ",0.34,0.01,0.38,0.03,0.49,0.01,0.33,0.02,0.52,0.04,0.47,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.07,0.02,-0.005,0.01,0.037,0.011,"  1,242 ",  761 ,  391 ,"  1,192 ",  735 ,  478 
48,TEXAS,421,31006,Guymon,0.52,0.03,0.01,0.01,  616 ,,,0.53,0.04,0.56,0.04,,,0.0,0.01,0.02,0.02,  287 ,,  313 ,0.56,0.04,0.49,0.04,0.0,0.01,0.01,0.01,  335 ,  283 ,,,0.56,0.06,0.6,0.06,,,0.49,0.06,0.52,0.06,,,0.02,0.03,0.0,0.01,,,-0.028,0.01,0.03,0.046,  176 ,,  136 ,  114 ,,  179 
48,TEXAS,423,33300,Tyler,0.4,0.0,0.04,0.0,"  25,057 ",0.34,0.0,0.43,0.01,0.46,0.0,0.07,0.01,0.03,0.0,0.03,0.0,"  10,328 ","  7,908 ","  6,753 ",0.41,0.0,0.39,0.0,0.01,0.0,0.08,0.01,"  12,754 ","  12,303 ",0.35,0.01,0.43,0.01,0.48,0.01,0.33,0.01,0.43,0.01,0.45,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.14,0.01,0.055,0.01,0.051,0.007,"  5,328 ","  3,967 ","  3,455 ","  4,999 ","  3,941 ","  3,298 "
48,TEXAS,425,33000,Fort Worth,0.5,0.02,0.02,0.01,  717 ,,,0.64,0.05,0.47,0.03,,,0.01,0.02,0.02,0.02,  495 ,,  286 ,0.5,0.03,0.49,0.03,0.0,0.0,0.04,0.03,  396 ,  323 ,,,0.63,0.07,0.47,0.04,,,,,0.48,0.04,,,0.01,0.02,0.0,0.0,,,,,0.044,0.035,  293 ,,,  204 ,,  141 
48,TEXAS,427,31600,Brownsville,0.46,0.0,0.02,0.0,"  18,006 ",,,0.48,0.0,0.41,0.03,,,0.02,0.0,0.04,0.02,  284 ,,"  17,558 ",0.46,0.01,0.46,0.01,0.0,0.0,0.03,0.0,"  9,342 ","  8,660 ",,,0.47,0.01,0.4,0.04,,,0.48,0.01,0.39,0.03,,,0.0,0.0,0.07,0.02,,,0.03,0.0,0.031,0.027,  146 ,,"  9,099 ",  135 ,,"  8,456 "
48,TEXAS,429,32501,Abilene,0.43,0.01,0.02,0.01,"  1,596 ",0.49,0.08,0.46,0.02,0.45,0.01,,,0.01,0.01,0.02,0.01,"  1,035 ",  25 ,  533 ,0.44,0.02,0.42,0.02,0.01,0.01,0.04,0.01,  837 ,  762 ,,,0.47,0.03,0.46,0.02,,,0.43,0.03,0.43,0.02,,,0.0,0.0,0.01,0.01,,,0.009,0.01,0.039,0.015,  530 ,,  296 ,  506 ,,  239 
48,TEXAS,431,32301,San Angelo,0.44,0.05,0.0,0.02,  243 ,,,,,0.5,0.09,,,,,0.04,0.07,  78 ,,,0.37,0.07,0.53,0.07,,,0.07,0.07,  140 ,  103 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
